
---------- Begin Simulation Statistics ----------
simSeconds                                   0.156178                       # Number of seconds simulated (Second)
simTicks                                 156178225000                       # Number of ticks simulated (Tick)
finalTick                                156178225000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    798.49                       # Real time elapsed on the host (Second)
hostTickRate                                195591237                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    2287888                       # Number of bytes of host memory used (Byte)
simInsts                                    253392071                       # Number of instructions simulated (Count)
simOps                                      294250283                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   317338                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     368507                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        312356451                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.232700                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.811227                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       330468666                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                   196752                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      319090929                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                1686738                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             36415134                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          75075267                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                   5                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           310838508                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.026549                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              0.895846                       # Number of insts issued each cycle (Count)
system.cpu.dcache.ReadReq.missRate::total     0.001023                       # miss rate for ReadReq accesses (Ratio)
system.cpu.dcache.ReadReq.avgMissLatency::cpu.data 24391.565818                       # average ReadReq miss latency ((Tick/Count))
system.cpu.dcache.ReadReq.avgMissLatency::total 24391.565818                       # average ReadReq miss latency ((Tick/Count))
system.cpu.dcache.ReadReq.mshrHits::cpu.data         2298                       # number of ReadReq MSHR hits (Count)
system.cpu.dcache.ReadReq.mshrHits::total         2298                       # number of ReadReq MSHR hits (Count)
system.cpu.dcache.ReadReq.mshrMisses::cpu.data        24640                       # number of ReadReq MSHR misses (Count)
system.cpu.dcache.ReadReq.mshrMisses::total        24640                       # number of ReadReq MSHR misses (Count)
system.cpu.dcache.ReadReq.mshrMissLatency::cpu.data    517307500                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.dcache.ReadReq.mshrMissLatency::total    517307500                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.dcache.ReadReq.mshrMissRate::cpu.data     0.000936                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.dcache.ReadReq.mshrMissRate::total     0.000936                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.dcache.ReadReq.avgMshrMissLatency::cpu.data 20994.622565                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.dcache.ReadReq.avgMshrMissLatency::total 20994.622565                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.dcache.StoreCondReq.hits::cpu.data        98346                       # number of StoreCondReq hits (Count)
system.cpu.dcache.StoreCondReq.hits::total        98346                       # number of StoreCondReq hits (Count)
system.cpu.dcache.StoreCondReq.accesses::cpu.data        98346                       # number of StoreCondReq accesses(hits+misses) (Count)
system.cpu.dcache.StoreCondReq.accesses::total        98346                       # number of StoreCondReq accesses(hits+misses) (Count)
system.cpu.dcache.WriteReq.hits::cpu.data     24836990                       # number of WriteReq hits (Count)
system.cpu.dcache.WriteReq.hits::total       24836990                       # number of WriteReq hits (Count)
system.cpu.dcache.WriteReq.misses::cpu.data        27761                       # number of WriteReq misses (Count)
system.cpu.dcache.WriteReq.misses::total        27761                       # number of WriteReq misses (Count)
system.cpu.dcache.WriteReq.missLatency::cpu.data    799322907                       # number of WriteReq miss ticks (Tick)
system.cpu.dcache.WriteReq.missLatency::total    799322907                       # number of WriteReq miss ticks (Tick)
system.cpu.dcache.WriteReq.accesses::cpu.data     24864751                       # number of WriteReq accesses(hits+misses) (Count)
system.cpu.dcache.WriteReq.accesses::total     24864751                       # number of WriteReq accesses(hits+misses) (Count)
system.cpu.dcache.WriteReq.missRate::cpu.data     0.001116                       # miss rate for WriteReq accesses (Ratio)
system.cpu.dcache.WriteReq.missRate::total     0.001116                       # miss rate for WriteReq accesses (Ratio)
system.cpu.dcache.WriteReq.avgMissLatency::cpu.data 28793.015633                       # average WriteReq miss latency ((Tick/Count))
system.cpu.dcache.WriteReq.avgMissLatency::total 28793.015633                       # average WriteReq miss latency ((Tick/Count))
system.cpu.dcache.WriteReq.mshrHits::cpu.data         2463                       # number of WriteReq MSHR hits (Count)
system.cpu.dcache.WriteReq.mshrHits::total         2463                       # number of WriteReq MSHR hits (Count)
system.cpu.dcache.WriteReq.mshrMisses::cpu.data        25298                       # number of WriteReq MSHR misses (Count)
system.cpu.dcache.WriteReq.mshrMisses::total        25298                       # number of WriteReq MSHR misses (Count)
system.cpu.dcache.WriteReq.mshrMissLatency::cpu.data    698843907                       # number of WriteReq MSHR miss ticks (Tick)
system.cpu.dcache.WriteReq.mshrMissLatency::total    698843907                       # number of WriteReq MSHR miss ticks (Tick)
system.cpu.dcache.WriteReq.mshrMissRate::cpu.data     0.001017                       # mshr miss rate for WriteReq accesses (Ratio)
system.cpu.dcache.WriteReq.mshrMissRate::total     0.001017                       # mshr miss rate for WriteReq accesses (Ratio)
system.cpu.dcache.WriteReq.avgMshrMissLatency::cpu.data 27624.472567                       # average WriteReq mshr miss latency ((Tick/Count))
system.cpu.dcache.WriteReq.avgMshrMissLatency::total 27624.472567                       # average WriteReq mshr miss latency ((Tick/Count))
system.cpu.dcache.power_state.pwrStateResidencyTicks::UNDEFINED 156178225000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.dcache.tags.tagsInUse           493.305290                       # Average ticks per tags in use ((Tick/Count))
system.cpu.dcache.tags.totalRefs             51387320                       # Total number of references to valid blocks. (Count)
system.cpu.dcache.tags.sampledRefs              49938                       # Sample count of references to valid blocks. (Count)
system.cpu.dcache.tags.avgRefs            1029.022388                       # Average number of references to valid blocks. ((Count/Count))
system.cpu.dcache.tags.warmupTick              220000                       # The tick when the warmup percentage was hit. (Tick)
system.cpu.dcache.tags.occupancies::cpu.data   493.305290                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu.dcache.tags.avgOccs::cpu.data     0.963487                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.dcache.tags.avgOccs::total        0.963487                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.dcache.tags.occupanciesTaskId::1024          512                       # Occupied blocks per task id (Count)
system.cpu.dcache.tags.ageTaskId_1024::0           53                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_1024::1            7                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_1024::2           73                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_1024::3          203                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_1024::4          176                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ratioOccsTaskId::1024            1                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu.dcache.tags.tagAccesses          102834102                       # Number of tag accesses (Count)
system.cpu.dcache.tags.dataAccesses         102834102                       # Number of data accesses (Count)
system.cpu.dcache.tags.power_state.pwrStateResidencyTicks::UNDEFINED 156178225000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.decode.idleCycles                122617800                       # Number of cycles decode is idle (Cycle)
system.cpu.decode.blockedCycles               3798744                       # Number of cycles decode is blocked (Cycle)
system.cpu.decode.runCycles                 177761512                       # Number of cycles decode is running (Cycle)
system.cpu.decode.unblockCycles                291793                       # Number of cycles decode is unblocking (Cycle)
system.cpu.decode.squashCycles                6368659                       # Number of cycles decode is squashing (Cycle)
system.cpu.decode.branchResolved             21824244                       # Number of times decode resolved a branch (Count)
system.cpu.decode.branchMispred                 50312                       # Number of times decode detected a branch misprediction (Count)
system.cpu.decode.decodedInsts              355594157                       # Number of instructions handled by decode (Count)
system.cpu.decode.squashedInsts              19165077                       # Number of squashed instructions handled by decode (Count)
system.cpu.executeStats0.numInsts           309659948                       # Number of executed instructions (Count)
system.cpu.executeStats0.numNop                     0                       # Number of nop insts executed (Count)
system.cpu.executeStats0.numBranches         46764591                       # Number of branches executed (Count)
system.cpu.executeStats0.numLoadInsts        30029638                       # Number of load instructions executed (Count)
system.cpu.executeStats0.numStoreInsts       25843792                       # Number of stores executed (Count)
system.cpu.executeStats0.instRate            0.991367                       # Inst execution rate ((Count/Cycle))
system.cpu.executeStats0.numCCRegReads     1017618562                       # Number of times the CC registers were read (Count)
system.cpu.executeStats0.numCCRegWrites     184383605                       # Number of times the CC registers were written (Count)
system.cpu.executeStats0.numFpRegWrites             0                       # Number of times the floating registers were written (Count)
system.cpu.executeStats0.numIntRegReads     385797255                       # Number of times the integer registers were read (Count)
system.cpu.executeStats0.numIntRegWrites    228895997                       # Number of times the integer registers were written (Count)
system.cpu.executeStats0.numMemRefs          55873430                       # Number of memory refs (Count)
system.cpu.executeStats0.numMiscRegReads     53129696                       # Number of times the Misc registers were read (Count)
system.cpu.executeStats0.numMiscRegWrites       393385                       # Number of times the Misc registers were written (Count)
system.cpu.executeStats0.numVecAluAccesses            0                       # Number of vector alu accesses (Count)
system.cpu.executeStats0.numVecRegReads            16                       # Number of times the vector registers were read (Count)
system.cpu.executeStats0.numDiscardedOps            0                       # Number of ops (including micro ops) which were discarded before commit (Count)
system.cpu.fetch.predictedBranches           29408880                       # Number of branches that fetch has predicted taken (Count)
system.cpu.fetch.cycles                     183019889                       # Number of cycles fetch has run and was not squashing or blocked (Cycle)
system.cpu.fetch.squashCycles                12837858                       # Number of cycles fetch has spent squashing (Cycle)
system.cpu.fetch.miscStallCycles                  340                       # Number of cycles fetch has spent waiting on interrupts, or bad addresses, or out of MSHRs (Cycle)
system.cpu.fetch.pendingTrapStallCycles            31                       # Number of stall cycles due to pending traps (Cycle)
system.cpu.fetch.icacheWaitRetryStallCycles          919                       # Number of stall cycles due to full MSHR (Cycle)
system.cpu.fetch.cacheLines                 115820651                       # Number of cache lines fetched (Count)
system.cpu.fetch.icacheSquashes               3176857                       # Number of outstanding Icache misses that were squashed (Count)
